county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee_mail,provisional
Huron,"Verona Township, Precinct 1",U.S. Senate,,,Write-ins,0,,,,
Huron,"Winsor Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,299,,,,
Huron,"Winsor Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,745,,,,
Huron,"Winsor Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,7,,,,
Huron,"Winsor Township, Precinct 1",U.S. Senate,,UST,Dave Stein,11,,,,
Huron,"Winsor Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,4,,,,
Huron,"Winsor Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,5,,,,
Huron,"Winsor Township, Precinct 1",U.S. Senate,,,Write-ins,1,,,,
Huron,Multi-precinct Collection,U.S. Senate,,DEM,Elissa Slotkin,498,,,,
Huron,Multi-precinct Collection,U.S. Senate,,REP,Mike Rogers,1152,,,,
Huron,Multi-precinct Collection,U.S. Senate,,LIB,Joseph Solis-Mullen,14,,,,
Huron,Multi-precinct Collection,U.S. Senate,,UST,Dave Stein,25,,,,
Huron,Multi-precinct Collection,U.S. Senate,,GRN,Douglas P. Marsh,4,,,,
Huron,Multi-precinct Collection,U.S. Senate,,NLP,Doug Dern,6,,,,
Huron,Multi-precinct Collection,U.S. Senate,,,Write-ins,2,,,,
