county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee_mail,provisional
Adams,Fairfield,Attorney General,,GNP,RICHARD L WEISS,1,1,,0,0
Adams,Fairfield,Attorney General,,CST,JUSTIN L MAGILL,2,1,,1,0
Adams,Fairfield,Attorney General,,FWD,ERIC L SETTLE,2,2,,0,0
Adams,Fairfield,Attorney General,,,Write-ins,2,2,,0,0
Adams,Fairfield,Attorney General,,,Not Assigned,2,2,,0,0
Adams,Fairfield,Attorney General,,,Over Votes,0,0,,0,0
Adams,Fairfield,Attorney General,,,Under Votes,13,12,,1,0
Adams,Franklin 1,Attorney General,,DEM,EUGENE DEPASQUALE,430,221,,208,1
Adams,Franklin 1,Attorney General,,REP,DAVE SUNDAY,991,785,,203,3
Adams,Franklin 1,Attorney General,,LIB,ROBERT COWBURN,26,19,,7,0
Adams,Franklin 1,Attorney General,,GNP,RICHARD L WEISS,10,8,,1,1
Adams,Franklin 1,Attorney General,,CST,JUSTIN L MAGILL,11,6,,5,0
Adams,Franklin 1,Attorney General,,FWD,ERIC L SETTLE,7,5,,2,0
Adams,Franklin 1,Attorney General,,,Write-ins,0,0,,0,0
Adams,Franklin 1,Attorney General,,,Not Assigned,0,0,,0,0
Adams,Franklin 1,Attorney General,,,Over Votes,2,0,,2,0
Adams,Franklin 1,Attorney General,,,Under Votes,23,14,,8,1
Adams,Franklin 2,Attorney General,,DEM,EUGENE DEPASQUALE,314,142,,172,0
Adams,Franklin 2,Attorney General,,REP,DAVE SUNDAY,962,648,,314,0
Adams,Franklin 2,Attorney General,,LIB,ROBERT COWBURN,20,17,,3,0
Adams,Franklin 2,Attorney General,,GNP,RICHARD L WEISS,8,5,,3,0
Adams,Franklin 2,Attorney General,,CST,JUSTIN L MAGILL,11,9,,2,0
Adams,Franklin 2,Attorney General,,FWD,ERIC L SETTLE,5,3,,2,0
Adams,Franklin 2,Attorney General,,,Write-ins,1,1,,0,0
Adams,Franklin 2,Attorney General,,,Not Assigned,1,1,,0,0
Adams,Franklin 2,Attorney General,,,Over Votes,0,0,,0,0
Adams,Franklin 2,Attorney General,,,Under Votes,28,17,,11,0
Adams,Freedom,Attorney General,,DEM,EUGENE DEPASQUALE,164,107,,57,0
Adams,Freedom,Attorney General,,REP,DAVE SUNDAY,408,340,,65,3
Adams,Freedom,Attorney General,,LIB,ROBERT COWBURN,11,10,,1,0
Adams,Freedom,Attorney General,,GNP,RICHARD L WEISS,5,5,,0,0
Adams,Freedom,Attorney General,,CST,JUSTIN L MAGILL,1,1,,0,0
Adams,Freedom,Attorney General,,FWD,ERIC L SETTLE,2,1,,1,0
Adams,Freedom,Attorney General,,,Write-ins,0,0,,0,0
Adams,Freedom,Attorney General,,,Not Assigned,0,0,,0,0
Adams,Freedom,Attorney General,,,Over Votes,0,0,,0,0
Adams,Freedom,Attorney General,,,Under Votes,12,11,,1,0
Adams,Germany,Attorney General,,DEM,EUGENE DEPASQUALE,398,185,,212,1
Adams,Germany,Attorney General,,REP,DAVE SUNDAY,1407,1024,,378,5
Adams,Germany,Attorney General,,LIB,ROBERT COWBURN,27,19,,8,0
Adams,Germany,Attorney General,,GNP,RICHARD L WEISS,5,4,,1,0
Adams,Germany,Attorney General,,CST,JUSTIN L MAGILL,8,8,,0,0
Adams,Germany,Attorney General,,FWD,ERIC L SETTLE,0,0,,0,0
Adams,Germany,Attorney General,,,Write-ins,0,0,,0,0
Adams,Germany,Attorney General,,,Not Assigned,0,0,,0,0
Adams,Germany,Attorney General,,,Over Votes,0,0,,0,0
Adams,Germany,Attorney General,,,Under Votes,32,20,,12,0
Adams,Gettysburg 1,Attorney General,,DEM,EUGENE DEPASQUALE,549,362,,186,1
Adams,Gettysburg 1,Attorney General,,REP,DAVE SUNDAY,368,290,,78,0
Adams,Gettysburg 1,Attorney General,,LIB,ROBERT COWBURN,17,15,,2,0
Adams,Gettysburg 1,Attorney General,,GNP,RICHARD L WEISS,19,16,,1,2
Adams,Gettysburg 1,Attorney General,,CST,JUSTIN L MAGILL,5,3,,2,0
